min_avg_RSS12_1,max_avg_RSS12_1,mean_avg_RSS12_1,median_avg_RSS12_1,standard deviation_avg_RSS12_1,1st quart_avg_RSS12_1,3rd quart_avg_RSS12_1,min_var_RSS12_1,max_var_RSS12_1,mean_var_RSS12_1,median_var_RSS12_1,standard deviation_var_RSS12_1,1st quart_var_RSS12_1,3rd quart_var_RSS12_1,min_avg_RSS13_1,max_avg_RSS13_1,mean_avg_RSS13_1,median_avg_RSS13_1,standard deviation_avg_RSS13_1,1st quart_avg_RSS13_1,3rd quart_avg_RSS13_1,min_var_RSS13_1,max_var_RSS13_1,mean_var_RSS13_1,median_var_RSS13_1,standard deviation_var_RSS13_1,1st quart_var_RSS13_1,3rd quart_var_RSS13_1,min_avg_RSS23_1,max_avg_RSS23_1,mean_avg_RSS23_1,median_avg_RSS23_1,standard deviation_avg_RSS23_1,1st quart_avg_RSS23_1,3rd quart_avg_RSS23_1,min_var_RSS23_1,max_var_RSS23_1,mean_var_RSS23_1,median_var_RSS23_1,standard deviation_var_RSS23_1,1st quart_var_RSS23_1,3rd quart_var_RSS23_1,min_avg_RSS12_2,max_avg_RSS12_2,mean_avg_RSS12_2,median_avg_RSS12_2,standard deviation_avg_RSS12_2,1st quart_avg_RSS12_2,3rd quart_avg_RSS12_2,min_var_RSS12_2,max_var_RSS12_2,mean_var_RSS12_2,median_var_RSS12_2,standard deviation_var_RSS12_2,1st quart_var_RSS12_2,3rd quart_var_RSS12_2,min_avg_RSS13_2,max_avg_RSS13_2,mean_avg_RSS13_2,median_avg_RSS13_2,standard deviation_avg_RSS13_2,1st quart_avg_RSS13_2,3rd quart_avg_RSS13_2,min_var_RSS13_2,max_var_RSS13_2,mean_var_RSS13_2,median_var_RSS13_2,standard deviation_var_RSS13_2,1st quart_var_RSS13_2,3rd quart_var_RSS13_2,min_avg_RSS23_2,max_avg_RSS23_2,mean_avg_RSS23_2,median_avg_RSS23_2,standard deviation_avg_RSS23_2,1st quart_avg_RSS23_2,3rd quart_avg_RSS23_2,min_var_RSS23_2,max_var_RSS23_2,mean_var_RSS23_2,median_var_RSS23_2,standard deviation_var_RSS23_2,1st quart_var_RSS23_2,3rd quart_var_RSS23_2,bending
23.0,42.75,34.32933333333333,34.71,4.549836676149747,31.31,37.542500000000004,0.0,14.5,4.315916666666666,3.88,2.4702658525243466,2.5374999999999996,5.5875,7.67,23.0,15.674166666666666,15.67,2.8452765183422595,14.0,17.69,0.43,9.2,3.3666666666666667,3.03,1.737916962802175,2.12,4.33,5.75,23.25,16.274083333333333,16.25,3.019041660084828,14.33,18.3725,0.0,9.42,3.38125,3.18,1.725690238473632,2.12,4.245,15.5,43.67,34.122416666666666,34.75,4.338106907528172,31.0,37.25,0.0,17.24,4.393083333333333,4.025,2.5713758412328356,2.49,6.0600000000000005,9.25,23.0,15.538791666666667,15.5,2.7831741530952496,13.73,17.33,0.0,8.84,3.3640833333333333,3.02,1.727269592180828,2.1025,4.4675,6.67,24.0,16.021916666666666,16.0,2.9675042825018236,14.33,18.0,0.43,9.12,3.5778333333333334,3.29,1.7941124929552108,2.29,4.725,0
22.5,43.75,33.907291666666666,34.5,4.71660298098801,30.5,37.0625,0.0,13.5,4.619875,4.5,2.525473646491156,2.5875,6.21,8.0,24.0,15.170666666666667,15.125,3.1317405251514487,13.0,17.25,0.0,8.58,3.285,3.135,1.7090979783445972,2.0,4.4925,7.0,24.25,15.621125,15.585,3.1608333974976284,13.75,18.0,0.0,8.32,3.4543333333333335,3.34,1.6456842167146326,2.18,4.5,21.5,51.25,34.59975,35.625,5.1416814179164465,31.31,38.269999999999996,0.0,13.55,4.295916666666667,3.96,2.233944293396147,2.77,5.505000000000001,6.5,23.75,15.321916666666667,15.25,2.7841098111829656,13.5,17.25,0.0,9.5,3.2732916666666667,3.06,1.8118204391428958,2.05,4.3375,7.0,23.25,15.811041666666666,15.75,3.075449852854019,14.0,18.0,0.0,8.08,3.5471666666666666,3.27,1.7400183634549349,2.225,4.64,0
19.5,45.0,33.3345,34.0,4.874433145887208,29.9375,36.8125,0.0,11.78,4.408083333333333,4.195,2.196206046164749,2.8675,5.87,7.33,22.75,15.445333333333334,15.33,2.901096440637584,13.4575,17.3125,0.0,8.79,3.2714166666666666,3.175,1.6420185026061596,2.1500000000000004,4.195,8.0,25.0,16.028333333333332,16.0,3.335953586598386,13.73,18.25,0.0,8.29,3.2291666666666665,3.11,1.6373100622326928,2.06,4.245,22.25,45.33,33.83925,34.5,4.411903290931882,30.73,37.0,0.0,14.67,4.745041666666666,4.32,2.694218822036942,3.0375,6.45,7.5,23.25,15.190375,15.29,3.038905788989102,13.0,17.27,0.0,9.0,3.1830416666666665,3.08,1.655159398438679,1.92,4.32,6.33,23.33,15.755958333333334,15.875,3.232395758775967,13.73,18.0625,0.43,8.32,3.2902916666666666,3.1550000000000002,1.6460233296049924,2.05,4.452500000000001,0
20.33,44.5,34.03675,34.415,4.872880148477141,30.75,37.75,0.0,13.47,4.778291666666667,4.03,2.762730139286936,2.86,6.505000000000001,6.25,22.0,15.177083333333334,15.25,2.755151096809075,13.4575,17.0,0.43,9.0,3.394083333333333,3.255,1.5145431645253957,2.28,4.5,6.25,22.75,15.580541666666667,16.0,3.083110849242512,13.33,17.75,0.47,8.41,3.5437083333333335,3.255,1.7030983328366625,2.28,4.79,19.75,45.5,34.60875,35.5,4.621400295405773,31.1875,38.25,0.0,12.5,4.134375,3.74,2.387460009741976,2.4375,5.4174999999999995,7.0,22.25,15.242458333333333,15.25,2.6715225702667964,13.5,17.0,0.0,7.46,3.160375,2.95,1.4793330316799014,2.12,4.06,6.33,23.25,15.520375,15.75,3.162331687187603,13.5,17.75,0.0,9.67,3.3214166666666665,3.1550000000000002,1.7583785302909056,2.05,4.395,0
19.5,43.33,34.033875,35.0,4.758757219820808,30.9375,37.5,0.0,12.47,4.574625,4.470000000000001,2.3918044922358304,2.75,6.029999999999999,7.0,22.67,15.340416666666666,15.25,2.8095163734067694,13.5,17.25,0.0,8.34,3.0254166666666666,2.755,1.6885914983371861,1.7225,4.24,7.0,22.75,16.300666666666668,16.29,2.8825178537394893,14.4575,18.5,0.0,10.0,3.2440416666666665,2.98,1.6197672486129666,2.1500000000000004,4.15,20.25,46.0,35.05858333333333,35.875,4.880649571939431,31.75,38.33,0.0,12.28,4.169291666666667,3.88,2.3159288146243293,2.4875000000000003,5.5875,7.67,22.5,15.031041666666667,15.0,2.701690807626577,13.0,17.0,0.0,8.22,3.0319583333333333,2.87,1.644967194015228,1.8,3.9775,7.0,21.33,15.218416666666666,15.0,2.6601530442754457,13.67,17.25,0.0,8.64,3.4322083333333335,3.255,1.6910504392875993,2.16,4.5125,0
24.33,44.0,34.920791666666666,35.33,4.272282443681756,32.25,37.8125,0.0,14.82,4.177958333333334,3.865,2.3417631840073203,2.49,5.455,6.67,24.25,15.515875,15.5,2.844734559206376,13.5,17.0625,0.0,8.34,3.235125,3.085,1.5572011103634475,1.92,4.2175,6.0,23.5,15.808375,15.75,3.10346888266155,13.5,18.0,0.0,9.18,3.430625,3.27,1.781927645819896,2.16,4.585,23.5,46.25,34.82566666666666,35.25,4.785599254341303,31.5,38.269999999999996,0.43,12.26,4.583208333333333,4.07,2.514202860423404,2.55,6.24,8.75,23.25,15.4265,15.415,2.7862868469174957,13.5,17.25,0.43,9.9,3.17625,2.95,1.483198828778656,2.06,4.15,5.5,23.5,15.939416666666666,16.0,3.1635662033113205,14.0,18.0625,0.0,9.51,3.4186666666666667,3.35,1.5985356443994678,2.17,4.452500000000001,0
19.25,44.0,34.91679166666667,35.375,4.634209175733125,31.75,38.25,0.0,13.86,4.262333333333333,3.8499999999999996,2.3968784558126073,2.49,5.4175,6.0,21.0,15.33525,15.33,2.881151113079922,13.31,17.5,0.0,9.1,3.2477916666666666,3.03,1.6397993672348523,2.05,4.0675,4.67,23.0,15.767416666666668,16.25,3.068400424418986,13.73,18.0,0.43,9.0,3.4399166666666665,3.2,1.7374195726044932,2.1500000000000004,4.5075,20.75,43.33,34.029583333333335,34.5,4.923608891032567,30.73,38.0,0.0,12.97,4.456291666666667,4.195,2.3816336993237504,2.49,6.0249999999999995,8.67,22.75,15.514166666666666,15.75,2.7237646490325464,14.0,17.25,0.0,8.38,3.12875,2.99,1.5654798948741657,2.05,3.96,5.75,23.25,15.640916666666667,16.0,3.2470415233123164,13.73,17.5,0.43,8.26,3.241,3.06,1.6575777053798666,2.12,4.305,0
42.5,46.0,44.858,45.0,0.46346719517586593,45.0,45.0,0.0,0.83,0.10933333333333332,0.0,0.22413098879777898,0.0,0.0,4.0,26.25,19.008791666666667,19.25,3.229027827311757,18.5,20.5,0.0,5.17,0.5725416666666666,0.43,0.6940649457249948,0.43,0.5,4.33,30.75,18.837666666666667,18.25,3.9885130529784707,17.25,20.0,0.0,3.39,0.6725,0.5,0.5478344587028633,0.43,0.94,43.0,45.67,44.64991666666667,45.0,0.5532029156013603,44.33,45.0,0.0,1.12,0.19849999999999998,0.0,0.2828860527287472,0.0,0.43,3.67,27.25,18.15041666666667,18.75,4.8329072300512586,16.0,21.25,0.0,4.09,0.6780833333333334,0.47,0.6539251244143373,0.0,0.94,4.5,27.33,19.6925,21.0,4.227162069660912,18.0,22.69,0.0,4.3,0.8556666666666667,0.82,0.731612231623861,0.43,1.09,0
25.67,45.75,40.017041666666664,42.5,5.609640536064969,33.0,45.0,0.0,12.19,0.4063333333333333,0.0,0.9956045099871896,0.0,0.5,1.0,24.0,13.731958333333333,14.0,5.81853271255966,9.25,19.8125,0.0,5.12,0.8809166666666667,0.71,0.9247553070751956,0.43,1.12,5.5,27.0,16.316083333333335,17.25,3.1416676795813547,14.31,18.25,0.0,6.26,0.870625,0.83,0.8019260450934135,0.43,1.22,25.5,39.0,33.10308333333333,30.25,3.827961275196915,30.0,36.8125,0.0,1.64,0.438,0.43,0.4536538779776772,0.0,0.87,4.75,22.5,16.057708333333334,17.71,4.81368796219903,13.73,20.5,0.0,4.97,0.600125,0.43,0.7038753938615,0.0,0.83,11.67,22.0,17.983375,18.25,2.273520086261827,16.5,19.7625,0.0,3.54,0.8390416666666667,0.825,0.6232781456077122,0.43,1.12,0
27.0,37.5,30.470458333333333,30.0,1.3475588491094193,30.0,30.0,0.0,1.79,0.11775,0.0,0.2872593407885851,0.0,0.0,4.0,23.75,20.018375,21.0,2.4241712264065094,19.75,21.0,0.0,5.12,0.46191666666666664,0.43,0.6818124944186101,0.0,0.5,3.0,22.0,18.321875,19.25,3.4016784290901514,17.4575,20.5,0.0,5.12,0.8187083333333334,0.5,0.815207188242904,0.43,1.0375,27.0,38.67,35.3415,37.0,3.302010709860513,33.75,37.5,0.0,2.49,0.79575,0.94,0.5181390299845254,0.43,1.2625,2.5,22.5,12.593458333333333,12.1,4.46172716879916,9.25,15.0,0.0,4.56,0.8676666666666667,0.71,0.7968292114309559,0.43,1.1325,2.0,23.5,17.85258333333333,19.25,4.036878946020755,15.6275,21.0,0.0,4.92,0.764,0.73,0.6918139397241523,0.43,1.0,0
29.0,37.33,36.192791666666665,36.5,1.0159276108023232,36.0,36.67,0.0,1.5,0.498,0.5,0.40563107503944607,0.0,0.83,1.5,21.0,12.194333333333333,12.0,2.961289647059137,10.5,14.25,0.0,4.55,0.7894583333333334,0.71,0.7059307325038656,0.43,1.12,8.5,22.67,18.20825,19.29,3.5936239823275695,15.67,21.0,0.0,4.52,0.6840833333333334,0.5,0.563391546677356,0.43,0.94,27.5,50.75,41.583958333333335,42.0,3.3123604823122563,42.0,43.5,0.0,6.06,0.268875,0.0,0.5368652084946919,0.0,0.47,4.2,23.25,17.514,18.0,2.8156870487476704,16.4575,19.0625,0.0,6.02,0.5190833333333333,0.43,0.6858760343160376,0.0,0.71,0.0,23.75,14.835791666666667,15.75,5.572303239000725,12.4575,19.0625,0.0,5.17,0.9963333333333333,0.83,0.8734430818858665,0.47,1.3,0
42.0,45.0,43.269958333333335,43.33,0.8385854287245726,42.5,44.0,0.0,1.0,0.4422083333333333,0.5,0.22676670022721301,0.43,0.5,5.67,22.0,16.595208333333332,17.75,3.312437187899512,14.33,18.67,0.0,5.45,0.6439166666666667,0.43,0.8534383284539061,0.0,0.8225,4.0,23.0,15.797791666666667,16.5,4.357514420279388,12.4575,19.5,0.0,6.36,0.9140833333333334,0.82,0.9252062946106504,0.43,1.12,42.0,45.0,10.538602077083336,42.0,0.6968494879732459,42.0,42.33,0.0,1.12,10.538602077083336,0.0,0.24812488306582164,0.0,0.47,0.0,23.0,10.538602077083336,18.33,4.331249191200434,18.0,20.585,0.0,4.24,10.538602077083336,0.43,0.6441828775756251,0.0,0.5,1.0,21.5,10.538602077083336,17.0,3.8459383298582983,15.75,18.29,0.0,3.19,10.538602077083336,0.82,0.5552803603693032,0.47,1.0,0
42.0,46.5,44.13033333333333,44.5,0.8679817722989565,44.0,44.5,0.0,1.5,0.44995833333333335,0.5,0.20454766488669543,0.43,0.5,3.33,21.33,13.94075,13.5,3.2793231168340977,12.0,15.75,0.0,4.64,0.5527083333333334,0.47,0.6199512046641854,0.0,0.82,5.67,22.0,15.958541666666667,16.0,3.2154245082307717,14.0,18.2825,0.0,5.45,0.8219166666666666,0.82,0.7367562012901343,0.43,1.12,41.75,44.67,42.251375,42.0,0.7126086388584759,42.0,42.0,0.0,1.09,0.08258333333333333,0.0,0.19551025755424195,0.0,0.0,0.0,21.67,15.775875,17.875,5.688017948736308,13.75,20.25,0.0,2.59,0.46770833333333334,0.43,0.44978395363906093,0.0,0.71,9.0,21.0,16.127791666666667,16.25,2.8306374709560544,14.1875,18.33,0.0,3.0,0.7905416666666667,0.82,0.5401093550489902,0.43,1.09,0
36.0,48.5,42.537708333333335,42.415,1.6844872325875169,42.0,43.5,0.0,2.95,0.4275,0.47,0.4409892834493314,0.0,0.5,4.0,23.5,16.843958333333333,17.5,3.7877781542134885,15.25,20.0625,0.0,4.27,0.622375,0.43,0.775747840695091,0.0,0.83,0.0,27.33,13.213666666666667,14.0,5.069901162387072,10.75,16.27,0.0,5.89,1.0814166666666667,0.83,0.9580055081762086,0.47,1.3275000000000001,35.25,46.25,37.90083333333333,37.75,1.1946555206879441,37.25,38.5,0.0,3.28,0.8074583333333333,0.83,0.45308588406648287,0.5,1.0,0.0,21.0,12.8585,13.225,5.135535343428017,9.33,17.5,0.0,5.12,1.1220833333333333,0.83,1.1102417060019694,0.43,1.5,4.0,24.75,17.120875,18.75,4.818827925798127,13.2475,21.0,0.0,6.36,1.0340416666666667,0.7849999999999999,1.0911223724813948,0.43,1.2625,0
36.25,47.33,45.315,45.75,2.2059814085561555,45.25,46.5,0.0,2.95,0.4822916666666667,0.5,0.3285522928474034,0.43,0.5,0.0,24.0,14.119,15.0,5.032210208406439,11.2475,17.75,0.0,5.85,1.18625,0.87,1.1222169201627565,0.43,1.66,4.0,25.0,17.229208333333332,18.29,3.890548223506319,14.75,20.25,0.0,7.0,1.342,1.045,1.2069093971326224,0.5,1.625,28.5,48.25,42.45466666666667,42.25,3.3962384886352686,40.0,45.0,0.0,3.28,0.5524166666666667,0.5,0.44811552573778646,0.43,0.83,3.33,24.25,15.87575,15.33,6.0389065155676755,11.1875,22.0,0.0,6.98,0.909125,0.5,1.0554840176460631,0.0,1.2625,1.5,24.5,12.611875,12.33,5.438802037156014,8.1875,17.0,0.0,6.55,1.3678333333333332,1.12,1.0943676138291223,0.5,1.79,0
40.33,44.67,42.03183333333333,42.0,0.7602597919037255,42.0,42.0,0.0,1.0,0.17354166666666665,0.0,0.2669938772223029,0.0,0.43,4.33,21.8,13.110625,13.0,3.3713429318634955,10.75,15.33,0.0,7.31,0.994,0.5,1.205380128934488,0.43,1.22,2.75,20.75,14.46425,15.33,3.912295426228964,12.25,17.75,0.0,6.36,1.0627916666666666,0.82,1.0176073948100548,0.47,1.25,39.5,45.0,42.19133333333333,41.5,1.3904557714795278,41.4,43.7525,0.0,1.09,0.5103333333333333,0.5,0.2170935179524242,0.47,0.5,0.0,21.0,9.773875,10.29,4.934283318492649,6.0,13.3725,0.0,4.78,0.7847916666666667,0.47,0.9104837777542739,0.43,0.87,1.0,23.0,11.483583333333334,10.585,5.2277033679701805,8.0,16.5625,0.0,4.5,0.8595416666666666,0.755,0.711063348881612,0.43,1.12,0
39.67,42.0,41.49491666666667,41.5,0.3437633121550666,41.5,41.67,0.0,1.0,0.470625,0.5,0.170789530731633,0.47,0.5,0.0,20.33,8.688208333333334,8.5,5.953236990723007,3.0,14.0,0.0,5.68,0.990375,0.73,1.0013995775996398,0.43,1.3,2.0,23.0,12.21175,11.33,4.342464287460071,9.1875,15.0,0.0,7.85,0.9982916666666667,0.82,0.9612613740388041,0.47,1.12,41.0,44.75,43.07041666666667,44.33,1.523649766932465,41.5,44.5,0.0,0.94,0.5260833333333333,0.5,0.11479139408599628,0.5,0.5,0.0,22.75,10.250875,11.0,4.46358024500025,6.25,14.25,0.0,4.5,0.8089166666666666,0.82,0.6180882874653214,0.43,1.22,0.0,23.25,12.862625,17.0,7.3512736056058365,5.6875,19.3125,0.0,4.32,0.7397083333333333,0.7649999999999999,0.5537059609067376,0.43,1.0,0
40.0,42.0,41.587625,41.5,0.33905570474555047,41.5,41.75,0.0,1.0,0.4160833333333333,0.47,0.23499593456230047,0.43,0.5,2.25,21.5,11.493625,12.0,3.2503351267511578,9.25,13.0,0.0,5.44,0.537625,0.43,0.679705653282805,0.0,0.82,2.5,18.5,10.287958333333334,11.0,3.3192712939654063,7.75,12.525,0.0,3.34,0.7980416666666666,0.71,0.5428707960329927,0.47,1.0,40.75,44.67,43.13275,43.25,0.8722163971828577,42.75,43.5,0.0,1.0,0.5489166666666666,0.5,0.23997139241402718,0.47,0.72,2.0,23.5,14.275458333333333,15.0,4.2218106476605675,12.5,16.75,0.0,5.93,0.7025,0.47,0.8034561848689595,0.0,0.94,6.0,26.67,20.232916666666668,22.0,4.810201484281751,20.2475,23.5,0.0,4.64,0.6415833333333333,0.5,0.6597026030017253,0.43,0.83,0
29.25,46.0,42.706375,43.0,1.9583420387651862,41.5,44.33,0.0,4.72,0.6097083333333333,0.5,0.49135743827466183,0.47,0.71,0.0,24.0,17.271208333333334,18.71,5.713500839175643,15.9175,21.0,0.0,6.12,0.7225416666666666,0.47,1.0043735939620564,0.0,0.71,6.75,24.0,16.945666666666668,18.0,4.772877036152465,14.0,21.0,0.0,5.1,0.8930833333333333,0.71,0.9128820477990915,0.43,1.12,37.75,45.0,42.751333333333335,44.5,2.1346183978227984,41.0,44.5,0.0,1.48,0.5009583333333333,0.5,0.21429342476331892,0.47,0.5,1.0,21.33,14.376083333333334,14.75,3.2971067057360695,12.0,16.75,0.0,4.99,0.794,0.5,0.8000061715243124,0.30000000000000004,1.22,2.0,24.0,15.872208333333333,17.5,3.6870814446993965,13.5,18.424999999999997,0.0,4.03,0.8910833333333333,0.71,0.7865578799210076,0.43,1.22,0
30.0,44.5,41.371,41.75,2.072145776038648,40.75,42.3725,0.0,2.55,0.512625,0.5,0.38506232854165956,0.43,0.83,4.5,21.25,18.409541666666666,19.0,3.018293492182491,18.0,20.5,0.0,4.0,0.4691666666666667,0.43,0.6128260666825284,0.0,0.5,1.0,18.67,12.611291666666666,12.75,2.7317714604381096,11.31,14.5,0.0,4.44,0.8779166666666667,0.83,0.6754299988918679,0.47,1.09,33.75,46.67,43.92604166666667,45.0,1.9818504302705968,43.5,45.0,0.0,2.95,0.29304166666666664,0.0,0.41298930448698185,0.0,0.5,3.0,21.0,17.84904166666667,18.25,2.6487683089960847,18.0,19.0,0.0,7.5,0.46679166666666666,0.43,0.7556061868153917,0.0,0.5,2.5,20.75,11.509541666666667,12.0,3.4219228302223925,9.33,13.67,0.0,4.64,0.9567916666666667,0.83,0.7415855161439792,0.47,1.22,0
36.0,46.75,44.11629166666667,45.0,1.9358425015287903,44.33,45.0,0.0,1.79,0.31333333333333335,0.43,0.34774668155537514,0.0,0.5,9.0,21.0,17.60125,18.0,2.4834963417524705,16.0,19.69,0.0,6.02,0.42154166666666665,0.43,0.6480932108671604,0.0,0.5,1.0,19.5,12.298333333333334,12.25,3.4438822924241363,9.9375,14.8125,0.0,6.18,0.925625,0.83,0.7583551520302859,0.47,1.12,36.0,47.5,43.32375,45.0,2.7071812333357936,41.6275,45.0,0.0,1.92,0.4200833333333333,0.44999999999999996,0.39225343151179104,0.0,0.71,6.67,20.25,16.419291666666666,17.5,2.806037856148678,15.25,18.0,0.0,5.31,0.667125,0.47,0.8113610556049023,0.0,0.84,3.0,20.25,14.098208333333334,14.5,2.862734691614751,12.5,15.8125,0.0,5.72,1.15375,0.83,1.0405792259712916,0.5,1.3,0
34.5,46.33,44.29629166666667,45.0,1.9144712059095064,44.75,45.0,0.0,2.12,0.2559166666666667,0.0,0.40575771535539945,0.0,0.47,7.0,21.0,17.888375,18.25,1.9671950447635473,18.0,19.0,0.0,5.54,0.6182916666666667,0.47,0.7020603258876653,0.0,0.83,1.0,18.5,13.505875,13.875,2.86057812005936,12.25,15.5,0.0,4.32,0.965375,0.83,0.7364177862176747,0.5,1.22,37.5,47.75,44.646,45.0,1.6032570927456802,45.0,45.33,0.0,2.18,0.3250416666666667,0.43,0.3773204335226171,0.0,0.5,5.0,21.33,18.008708333333335,18.67,2.964398165498737,18.0,19.75,0.0,4.44,0.5142083333333334,0.43,0.697479171667043,0.0,0.5,3.33,19.67,12.914291666666667,12.75,2.3063153968080123,12.0,13.8125,0.0,4.32,0.889375,0.83,0.7756115315723126,0.43,1.12,0
35.5,47.0,45.06,45.33,1.3091442156637507,45.0,45.542500000000004,0.0,4.5,0.41725,0.47,0.4917162540296875,0.0,0.5,3.0,21.0,17.660333333333334,18.25,3.314747428694836,16.9375,19.75,0.0,3.5,0.552875,0.43,0.614675872167004,0.0,0.71,3.0,21.0,14.245083333333334,14.0,2.6550132561846156,12.6275,16.0,0.0,3.0,0.8543333333333333,0.83,0.5038624593713426,0.47,1.12,37.75,48.0,47.389875,48.0,1.2987017918453283,47.5,48.0,0.0,3.35,0.20745833333333333,0.0,0.4106294259466534,0.0,0.43,0.0,20.0,12.403041666666667,12.0,3.5248277085306823,10.67,14.0,0.0,5.12,0.644125,0.47,0.7366394809507549,0.0,0.83,2.5,17.75,12.542958333333333,12.67,2.953052034124738,10.75,15.0,0.0,6.0,0.9108333333333333,0.83,0.7999807354723721,0.47,1.22,0
41.25,48.0,47.50716666666667,47.5,0.5566361661609676,47.5,47.75,0.0,2.59,0.42883333333333334,0.5,0.24259125301430684,0.43,0.5,6.5,21.0,16.61970833333333,18.0,3.1599101462142682,16.4575,18.25,0.0,5.36,0.532,0.43,0.6677566264245449,0.0,0.71,2.67,18.25,11.706416666666666,12.0,2.8285665591669176,10.0,13.67,0.0,6.58,1.0795,0.83,0.9146285342413807,0.47,1.3,29.75,48.0,46.35725,47.5,2.399502550434102,45.5,47.75,0.0,4.6,0.4305,0.47,0.45987236723058145,0.0,0.5,7.5,20.33,17.076,17.75,1.90836362244756,16.25,18.0,0.0,6.52,0.538875,0.43,0.7575394993637189,0.0,0.71,4.5,21.25,14.857333333333333,15.25,2.5902962572145034,13.67,16.5,0.0,5.46,0.9027499999999999,0.83,0.783585218708904,0.47,1.0,0
45.0,47.67,46.01379166666667,46.0,0.5607617711176474,45.5,46.5,0.0,1.0,0.463375,0.5,0.22782917929281707,0.43,0.5,15.0,19.75,17.693166666666666,18.0,1.0026809112389155,17.33,18.25,0.0,1.3,0.37554166666666666,0.43,0.3210060648245053,0.0,0.5,6.67,18.0,13.206958333333333,13.25,1.7375969068828718,12.25,14.25,0.0,4.06,0.7634166666666666,0.82,0.4240904534315423,0.47,0.955,36.33,47.0,44.78545833333333,45.0,1.5694520398437128,44.5,45.75,0.0,1.66,0.45691666666666664,0.5,0.3066877873085908,0.43,0.5,1.5,21.25,17.649625,18.0,2.258777269715657,17.5,18.67,0.0,4.11,0.5070833333333333,0.43,0.588650532228965,0.0,0.5,1.0,19.75,11.650125,12.25,4.310509438118514,9.0,14.8125,0.0,4.5,0.8267916666666667,0.82,0.5702815482564111,0.47,1.0975000000000001,0
36.67,45.0,42.24175,42.75,2.673132918975496,40.25,44.5,0.0,2.12,0.5144166666666666,0.5,0.3698745593836091,0.43,0.82,8.25,24.0,16.242875,16.585,2.292942707627091,15.0,17.75,0.0,2.87,0.6505833333333333,0.5,0.4937132734429768,0.43,0.87,2.0,22.0,9.28675,9.25,2.8251367686372775,7.5,11.0,0.0,4.11,1.1580833333333334,1.09,0.770423777134234,0.5,1.58,36.0,45.8,42.598083333333335,42.5,2.3493156827312323,42.0,44.75,0.0,2.12,0.40670833333333334,0.43,0.39769471472818596,0.0,0.5,6.33,21.0,16.398208333333333,17.0,2.631641333282945,14.9375,18.0,0.0,5.59,0.8492083333333333,0.71,0.7935786999840275,0.43,1.22,2.0,21.33,10.84875,10.415,4.308040466024406,8.0,13.75,0.0,6.65,1.2944583333333333,1.09,0.995852759157646,0.5,1.64,0
38.25,45.67,43.472208333333334,44.5,1.87565813228823,42.0,45.0,0.0,1.3,0.3400416666666667,0.43,0.315319454029181,0.0,0.5,1.0,21.0,15.378,16.1,3.8876280750875862,12.5,18.0625,0.0,3.3,0.5440416666666666,0.43,0.5584196903386197,0.0,0.71,2.67,21.0,15.079041666666667,15.25,3.3957943959913988,13.5,17.67,0.0,5.7,0.8236666666666667,0.82,0.6580514323266599,0.47,1.09,37.0,48.25,41.561708333333335,41.585,2.0765547178354273,40.25,42.5,0.0,2.12,0.5413333333333333,0.5,0.3534739332374903,0.43,0.82,2.0,21.75,11.059458333333334,10.71,4.5236389014144915,8.1875,14.0,0.0,5.61,1.0558333333333334,0.83,1.0323994745421297,0.43,1.3,1.0,21.0,14.200458333333334,14.75,3.794242196754051,11.9375,17.0625,0.0,6.85,1.1311666666666667,0.87,0.9892981184077319,0.5,1.3,0
38.33,45.25,42.584041666666664,42.5,1.2793712164785058,42.0,43.33,0.0,2.6,0.37174999999999997,0.47,0.34068147923373654,0.0,0.5,4.0,17.67,12.586708333333334,12.33,1.7616411371685732,12.0,13.5,0.0,4.11,0.48170833333333335,0.47,0.5236714594283373,0.0,0.7374999999999999,9.33,20.0,14.927291666666667,14.75,1.7439251879074766,14.0,16.25,0.0,2.36,0.7826666666666666,0.83,0.3845700383095536,0.47,1.0,36.25,45.5,43.334666666666664,43.75,1.610902672356322,42.25,44.5,0.0,1.22,0.334,0.47,0.28337889534395455,0.0,0.5,0.0,22.0,10.974166666666667,12.0,3.7270822903290224,9.0,13.0,0.0,4.72,0.6466666666666666,0.47,0.7268805745069383,0.0,0.83,0.0,20.25,14.96475,15.5,3.4053965202676513,14.5,17.0,0.0,4.0,0.7142916666666667,0.71,0.5253286661335411,0.43,0.8875,0
37.25,47.33,43.43745833333333,44.125,1.8092837640465362,42.0,44.75,0.0,1.8,0.39316666666666666,0.47,0.3451892533691657,0.0,0.5,0.0,21.0,10.915041666666667,12.0,4.267525225042468,8.125,14.33,0.0,5.15,0.6512916666666667,0.47,0.7734915122970242,0.0,0.87,0.0,18.33,13.46725,14.0,3.490892984388364,12.5,15.33,0.0,3.77,0.756875,0.71,0.5593127741154347,0.43,1.0,36.0,45.0,41.91170833333333,41.67,2.6362811384475733,39.5,44.75,0.0,2.17,0.44516666666666665,0.47,0.3891875097079707,0.0,0.5,5.75,21.0,13.306375,13.33,2.066511569769605,12.0,14.5,0.0,5.56,0.48370833333333335,0.43,0.6495102744244963,0.0,0.5,2.0,19.67,15.027666666666667,15.125,2.812814143001335,13.0,17.75,0.0,3.74,0.6472083333333333,0.5,0.5713832206737466,0.43,0.87,0
